danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,popularity,release_date_ordinal
0.479,0.553,-9.807,0.0333,0.008,0.908,0.0775,0.0864,101.054,7KK4ixxZE3K1I8MbR8dGcX,308600,30,738232
0.599,0.548,-8.366,0.105,0.803,0.916,0.0932,0.524,79.945,1qiTJroqF1E7E3g86DFzGA,229445,30,738036
0.545,0.276,-16.016,0.0519,0.854,0.943,0.109,0.161,76.035,1NhD7y5j9KHaJeZ97BTv0X,153693,30,737945
0.531,0.413,-11.256,0.0301,0.802,0.931,0.163,0.595,119.942,3bGbluKM6GBtr8tY9ij503,462747,29,734557
0.584,0.379,-12.0,0.0632,0.638,0.876,0.0963,0.567,93.69,3akI3Xo8cyRrPbKAALJENF,231454,29,738197
0.406,0.289,-15.662,0.0399,0.367,0.897,0.0861,0.508,156.708,6vT6GhO6th2JE3NBQRlhKL,579160,29,738295
0.486,0.6,-10.395,0.297,0.121,0.108,0.131,0.886,187.981,58Hjh0cpp5V5cFTcQ15Wcr,145643,29,737749
0.663,0.458,-12.783,0.0294,0.686,0.851,0.118,0.305,119.962,79n6J2l0s1IcktamBUEjAd,471693,29,738076
0.371,0.894,-6.35,0.0414,0.0655,0.316,0.0954,0.541,126.361,6MAL1HIq8S2qiKrdFiQAHF,343283,29,737469
0.58,0.305,-14.191,0.0361,0.43,0.897,0.111,0.151,97.71,1ZL4KD9Lk08xuqwe8ynleU,234665,29,737756
0.606,0.614,-9.206,0.066,0.876,0.0228,0.166,0.377,82.008,0P88cwiU0x8rrYudwmO3Pj,168160,29,738057
0.497,0.317,-13.035,0.182,0.767,0.887,0.0893,0.66,80.653,1rMV78kBNDG4vOE9IeokKh,224227,28,738035
0.434,0.586,-12.649,0.0316,0.752,0.942,0.0818,0.714,152.982,3NMytl7Ytvv574CzjQSu2C,307893,28,736461
0.771,0.269,-14.738,0.0757,0.264,0.893,0.124,0.399,126.447,0CNCF7iSfTXGBro6idURk4,236561,28,738169
0.578,0.627,-10.47,0.0683,0.277,0.693,0.158,0.429,79.864,1npn7uPiSxUr5oKJIkGq04,298067,29,738048
0.574,0.341,-12.398,0.0349,0.385,0.64,0.0874,0.222,80.919,41cDyLUieQjGRsw9ezlECk,299349,28,738120
0.701,0.696,-11.039,0.0541,0.312,0.802,0.133,0.371,108.441,5e4mzh6o5LPqy19A6vGB4w,212027,28,737973
0.625,0.328,-16.352,0.044,0.768,0.953,0.108,0.339,115.403,60xyKm58pAqYg5HJ5pApWJ,188267,28,738037
0.474,0.43,-10.568,0.0463,0.554,0.721,0.0847,0.269,139.879,53wAULtuelcWs25MIVcF8Q,280000,28,738105
0.587,0.498,-12.619,0.0414,0.621,0.549,0.0988,0.261,163.307,5vMHLGOunVL0ymAd3ROeCP,223078,28,738232
0.246,0.629,-11.257,0.0512,0.577,0.864,0.0887,0.181,76.349,2zvvOFRIBql3NfIO9hWNyk,371029,28,737910
0.573,0.527,-11.738,0.0278,0.539,0.899,0.149,0.478,95.588,6K5e7uO2mBpEhCRvDC2vLZ,180920,28,738188
0.428,0.903,-8.874,0.0869,0.0313,0.534,0.179,0.4,150.167,31KtddFzLJobEIyxBHT3gS,400171,28,737956
0.509,0.724,-11.622,0.0342,0.316,0.937,0.111,0.21,121.013,0mfh5RdoeDV7DGLOMytUyc,496547,28,738106
0.276,0.525,-14.073,0.0449,0.305,0.85,0.108,0.385,168.833,5n2ungarkfmrpDS5VhKja6,248562,28,737665
0.484,0.456,-8.789,0.0415,0.102,0.879,0.597,0.854,91.526,7uYrtiRSwgK6KccFG9iJo7,222030,28,738197
0.347,0.696,-8.559,0.112,0.485,0.00491,0.71,0.514,82.623,3macEf03Nq4iBSDtX6z5CV,349939,28,738070
0.597,0.562,-9.915,0.0398,0.564,0.898,0.104,0.532,83.987,5Du0XuQsmVWcmZ8kTQzZGz,198843,24,737882
0.435,0.582,-6.824,0.034,0.236,0.00641,0.0894,0.64,95.302,2tRZd3QKCsS9737YAAOHkN,295733,27,737665
0.641,0.859,-7.669,0.0456,0.00378,0.804,0.103,0.157,114.985,5EcuMsEpZ3K9HLsdS03oq4,448974,27,738183
0.575,0.67,-8.479,0.047,0.0279,0.89,0.115,0.451,135.709,7BhHAftdMM9EtmxkOQflHO,301767,27,738030
0.406,0.346,-11.385,0.0323,0.979,0.189,0.115,0.273,79.268,3UouchP78Vima0dabIi3kz,336774,27,737539
0.36,0.664,-5.915,0.0356,0.148,0.887,0.12,0.64,92.969,0wIjLBtF13wkJ5MGPYmFSZ,372549,27,738111
0.661,0.588,-11.267,0.268,0.385,0.862,0.188,0.23,130.783,1uZKWan10GRRfqLUOUVrJt,254610,27,737539
0.378,0.398,-15.887,0.0393,0.888,0.789,0.109,0.163,81.064,66iQXKRqVqBkIH3pqFaDrg,260082,27,738169
0.655,0.755,-10.729,0.0576,0.039,0.532,0.114,0.711,131.887,5CpLMTxOyxmOHFEKg1o3Fn,184545,27,737616
0.745,0.886,-9.529,0.0556,0.254,0.818,0.162,0.433,107.998,2WXocqPMagvqGclaaMVXLA,304538,27,738021
0.657,0.805,-6.081,0.0384,0.144,0.901,0.0564,0.539,131.977,1wwNaXc795mdzPCeeK3zkp,262093,27,738092
0.506,0.61,-10.814,0.0297,0.671,0.938,0.14,0.197,130.191,3pHi49H2DjfnpqX6iOaLC8,374613,26,733042
0.457,0.182,-16.055,0.0303,0.917,0.393,0.101,0.349,96.264,3RtWKhPFA37WFmMrSVx7kW,300893,26,730360
0.424,0.514,-13.421,0.0773,0.495,0.792,0.0633,0.497,93.728,6KDen8FE1Cw8Rr0VAuiRwj,230782,26,737992
0.416,0.364,-14.994,0.124,0.429,0.874,0.0647,0.225,80.067,1YEgbaYU0j5H9QiiQ1kTf8,321227,26,738015
0.728,0.435,-13.404,0.0415,0.0124,0.384,0.119,0.546,107.03,3BwZnEqueHZrlAbz2mSAOu,344720,26,738222
0.562,0.386,-11.346,0.0305,0.542,0.882,0.075,0.325,138.08,1f5w6SKCFnvTf68De7JgMR,278521,26,737719
0.389,0.893,-7.272,0.0571,0.0266,0.861,0.329,0.369,92.063,1PHkwus4CNhHE17xM8k5Fx,282067,26,737938
0.623,0.398,-18.765,0.0797,0.969,0.928,0.0819,0.385,116.055,4JIcg9Ay5qWYAYLMSxDCjI,290061,25,738260
0.451,0.394,-10.359,0.037,0.781,0.724,0.0934,0.0378,92.842,4B8oaNZug7kvei1MAYDtNO,260493,25,737832
0.586,0.793,-8.526,0.0718,0.215,0.773,0.471,0.656,124.747,0kAp4TveJqWs5F0zmzjDhy,217080,25,738057
0.61,0.293,-15.485,0.0425,0.0443,0.876,0.0878,0.313,100.009,5slGHGzSDcppXpSQztSjcC,240282,25,737644
0.67,0.649,-8.402,0.0693,0.0549,0.00275,0.138,0.722,81.757,7Aw96tEdt9BhDBU8PFSgXN,474053,25,738041
0.526,0.67,-8.647,0.0643,0.609,0.544,0.112,0.448,81.915,3HEJptfJ3taABLi2klHspp,210572,25,737525
0.576,0.556,-10.342,0.0343,0.144,0.792,0.0549,0.444,91.978,6TamIAljPzxhcyiR29IQno,274351,25,738134
0.407,0.41,-13.163,0.0332,0.653,0.512,0.102,0.156,124.867,3qOcCkIbkQdSmgydk3BMH6,1904453,25,731970
0.625,0.65,-11.376,0.0288,0.204,0.621,0.646,0.913,120.226,3qkUfArLbqSBuJOdUxuEjK,143333,21,737945
0.502,0.289,-20.483,0.0536,0.9,0.802,0.109,0.091,111.776,79xcRg7hGlIKAJ3Tk1qiJJ,338926,25,737161
0.64,0.751,-8.391,0.0414,0.566,0.938,0.0942,0.531,111.945,49jTTLR2z63BSTztMIsJ3s,280516,25,737861
0.735,0.637,-7.228,0.133,0.35,0.66,0.616,0.401,108.981,35sKN3l62pOBhzu6yqMiAE,177147,25,737874
0.502,0.642,-10.253,0.0334,0.399,0.827,0.11,0.241,102.269,2fU8bwQtPJyAHuw6QpSjPN,396683,25,738125
0.737,0.738,-11.415,0.0708,0.381,0.774,0.101,0.573,125.319,0L23Lh4ALOAJSUVBxHWLMt,212000,25,737924
0.795,0.6,-10.443,0.09,0.125,0.893,0.0984,0.277,93.0,1XWnqOmEFGUplMu4le53rp,202583,25,737861
0.42,0.617,-8.517,0.0439,0.0892,0.456,0.0976,0.523,150.149,1DXrHK5VDk1GPW5j1aQlrP,315199,24,737154
0.373,0.254,-16.314,0.0358,0.387,0.514,0.368,0.114,104.932,54s76VIwiH05zSmyVb80Yv,502978,24,737616
0.416,0.27,-14.172,0.0342,0.941,0.507,0.116,0.0496,82.172,6nayZyQceyH1AxLEVIOTbM,254926,24,737902
0.325,0.388,-11.37,0.031,0.935,0.709,0.111,0.402,110.614,65XhQCGWUESjTXw3YlEEqm,525027,24,734022
0.736,0.474,-10.9,0.174,0.687,0.899,0.129,0.0494,171.913,1HQkR5RjeReEW57NpCwQf3,290520,24,737679
0.429,0.862,-6.987,0.0873,0.117,0.00397,0.239,0.475,112.49,1YCTwUfFcNVMQhzippLhjJ,443127,24,737105
0.516,0.847,-6.157,0.254,0.354,4.88e-05,0.303,0.448,103.97,3O88iInzjHhIwV3I4KFSvV,258907,24,720259
0.416,0.87,-5.216,0.0375,0.00238,0.911,0.0668,0.564,142.158,5QxY7F5XUMg7RKHPpVSymc,159750,24,737840
0.465,0.393,-10.009,0.042,0.736,0.453,0.111,0.373,90.368,37qEsJ7QH5efXVkhnAQDDL,398440,24,737497
0.425,0.377,-10.682,0.0517,0.166,0.806,0.694,0.375,85.374,6bXpRiUtGoBG2T4R7nfVXq,247913,23,737833
0.413,0.91,-5.312,0.0788,0.00525,4.58e-05,0.47,0.319,91.401,6FYkE7YkOeTXc4m6tc2em6,191987,23,738113
0.617,0.784,-5.283,0.0375,0.0808,0.168,0.125,0.717,96.425,0ugvoSoAwooY0qyZSJ0hXT,250667,20,737882
0.764,0.384,-12.593,0.169,0.183,0.00951,0.653,0.765,74.988,1FPIgbXsCqB1ZuDpV8Godz,322000,23,737796
0.685,0.576,-11.653,0.113,0.431,0.925,0.0694,0.811,88.66,5wJYIdc4P70DuqFWwQgSLZ,286786,23,738183
0.827,0.386,-13.827,0.173,0.827,0.923,0.115,0.803,92.117,4XtPDLwc4syEGoIKskFAhw,175440,23,737966
0.675,0.788,-8.361,0.0352,0.295,0.869,0.128,0.935,126.051,7JvzDglhFgutMbQvXLOoxE,333393,23,737903
0.781,0.666,-9.807,0.154,0.132,0.745,0.0918,0.493,169.953,5pnRPRVNAnT90B3xR4mPKj,330125,23,737840
0.432,0.716,-6.583,0.129,0.786,0.287,0.0935,0.363,180.935,6nQocCdBEDoy6aGxk1vGwt,355880,23,738050
0.4,0.7,-11.33,0.0432,0.00735,0.885,0.109,0.0756,124.995,7C2L5Lsrc3GvRS5n5lN2Mc,383881,23,738099
0.503,0.444,-9.477,0.0374,0.000363,0.462,0.449,0.254,163.979,5e0pRiSDnhdsJebJCoQAbH,194545,22,737651
0.467,0.551,-8.248,0.0567,0.0154,0.866,0.322,0.648,153.352,43P9ATR9KbSpDlqsp2sGKW,445293,22,738085
0.778,0.457,-7.575,0.0444,0.0726,0.572,0.12,0.21,96.967,68W9cfR6DfxQMiZIYfdOoF,253544,19,738008
0.558,0.771,-5.909,0.0347,0.0972,0.697,0.495,0.706,105.095,3JdhouQ8DKAULrM86R3j9o,293000,22,738057
0.659,0.688,-8.89,0.0608,0.713,0.944,0.144,0.805,101.925,1iNo1hgSbjT7Lmk32g5rQo,187907,22,738076
0.336,0.707,-9.766,0.0408,0.179,0.909,0.188,0.166,130.849,7uNIT7WRvGYveZgGfediBL,350146,22,738113
0.629,0.642,-8.657,0.117,0.043,0.793,0.0756,0.679,134.796,350BnjEWhEBFeY5djjWmXq,382213,22,738036
0.535,0.479,-14.425,0.0298,0.662,0.897,0.115,0.637,91.485,7pqzRa0TILCmppwvcYmC4W,324813,22,734760
0.524,0.679,-7.043,0.0473,0.0516,0.826,0.633,0.377,155.986,5J3Umj4aCqRGtX785vlyhK,221129,24,738274
0.496,0.799,-7.148,0.038,2.14e-05,0.923,0.0959,0.891,149.992,7jPFm9v98htkGY9dHiKFXH,375520,21,738043
0.541,0.667,-8.078,0.0318,0.00416,0.0922,0.336,0.274,98.722,7CKoRCXq7YNisjXbmU2ba8,351461,21,737938
0.305,0.432,-15.309,0.0404,0.863,0.398,0.135,0.367,84.913,0urOqgm6I9OZkmilMRfSaO,363920,29,737805
0.544,0.357,-12.896,0.0352,0.897,0.921,0.0937,0.188,97.377,7xfirUVtWnX4xkFiTlSUbP,275067,23,733042
0.452,0.501,-13.149,0.0329,0.436,0.9,0.11,0.602,111.203,29TZQMVLv25CBm3bYn2EIQ,326400,21,737994
0.669,0.471,-14.492,0.0366,0.845,0.792,0.0982,0.746,123.439,6T9xlXS2skCGQL89V9dxUX,181158,21,730486
0.498,0.843,-7.225,0.203,0.0713,0.0786,0.147,0.489,174.715,091hH6lNsAmC3I3CTLNkth,480709,21,737959
0.385,0.827,-6.984,0.114,0.000359,0.00156,0.528,0.466,62.648,6su8eZfq3Nabt61u86WjgH,185973,20,730759
0.514,0.537,-11.999,0.0576,0.0791,0.861,0.104,0.548,175.961,6R1R6czIpUXR6vhWWqfgC2,300288,20,738014
0.411,0.515,-8.625,0.0666,0.00769,0.782,0.355,0.458,74.957,01NG9DGnXpuVlx1841BAvh,251279,24,738274
0.471,0.679,-10.89,0.0519,0.0267,0.522,0.136,0.484,89.604,0eiBn1fZZ95gdFz3wfKjCY,312093,36,738194
0.335,0.502,-9.212,0.0276,0.885,0.944,0.11,0.274,137.481,37sWynfhKopgV5MhZUuWGF,466000,20,735234
0.534,0.714,-9.264,0.0973,0.00134,0.874,0.0808,0.838,146.341,3WC7ghbmLi4xyix8Ov2gbE,286988,20,737105
0.588,0.624,-9.1,0.0361,0.0116,0.0554,0.0897,0.265,92.093,3VIzPTVNrXegeAiBQ9LyCP,180280,16,737945
0.423,0.494,-12.717,0.0467,0.459,0.933,0.108,0.398,101.054,24Ln9HPqMliiHnKDzFNPRg,242277,19,737966
0.553,0.196,-18.709,0.0434,0.786,0.385,0.0922,0.385,104.832,2WjRKzqp8bIB4yPXC9ECXa,261933,19,738048
0.632,0.408,-9.407,0.351,0.00339,0.867,0.0811,0.585,188.594,7I5Hvonc1PJwA6UsKNI0k8,143027,19,737931
0.602,0.332,-13.288,0.361,0.928,0.638,0.151,0.374,140.216,1Z0jacngBZXJPJsIj2m5Hy,193538,19,737588
0.366,0.558,-8.235,0.0524,0.0602,0.0173,0.274,0.275,99.118,6sCDgDR615WXLwvfM6AUKL,234198,16,738099
0.672,0.809,-6.037,0.337,0.039,0.869,0.81,0.474,97.023,2t4Jta1l1mONdzyMAhjvYf,141031,19,737154
0.501,0.51,-9.999,0.0325,0.155,0.678,0.0889,0.127,110.207,1sNeojqna7wvDCQKBHeYvR,300755,19,737959
0.387,0.0717,-19.257,0.033,0.983,0.868,0.277,0.171,97.819,7glPxQvcSZJ0p9kpsiyChs,331267,19,731947
0.579,0.743,-10.712,0.121,0.038,0.761,0.194,0.674,112.028,4NZZyhOsyhyFdDn2AFUFHI,132858,19,738132
0.46,0.593,-13.193,0.0457,0.578,0.938,0.121,0.447,115.073,7JI4thi0ETxiNzVPlBAZXg,447053,19,738183
0.574,0.633,-8.352,0.0403,0.0228,0.818,0.111,0.389,80.791,68z5eTF7No9JRQHnsT7gic,305859,19,737945
0.315,0.111,-16.038,0.0308,0.971,0.639,0.0961,0.139,113.024,4yu5GNPcQRDTE5A8lLF6IY,192442,18,737922
0.714,0.647,-8.92,0.0414,0.0234,0.927,0.129,0.495,126.123,2DluvgMtwnSbBubxLYCZ87,252333,18,737812
0.362,0.636,-9.574,0.046,0.617,0.865,0.217,0.241,84.688,3BwbQAO0hBmYwUKuTwFYNq,248161,18,738036
0.772,0.687,-7.274,0.212,0.0084,0.591,0.127,0.57,95.055,78R0kfQEC2vEB2J6twyVoo,136421,18,737756
0.704,0.75,-5.599,0.0398,0.0624,0.873,0.107,0.577,117.514,7k8vWqQfzTumg74KhfvTGk,230046,19,738169
0.716,0.548,-9.832,0.146,0.333,0.609,0.114,0.518,79.938,7A4AFocOKiNSKijFSZssbk,227933,18,738169
0.357,0.726,-9.419,0.0406,0.412,0.793,0.101,0.172,110.274,1pLeBOmuLIHfQQsV0HDhAt,315277,18,738036
0.178,0.506,-13.939,0.146,0.933,0.851,0.105,0.485,78.343,02WXDgjQkcydnk4b24IRBG,145750,18,737978
0.432,0.372,-14.431,0.0327,0.695,0.902,0.329,0.222,88.964,7ceZz0qPciS2RHS2a1x61F,410060,18,737840
0.281,0.369,-9.293,0.0341,0.622,0.9,0.0722,0.0955,104.254,2dNX7LMvJCEUb2qM0xRdAd,281967,18,738050
0.501,0.636,-8.705,0.0938,0.214,0.53,0.232,0.221,121.875,0GSc04FDZiOY7DVJ3Ya1z8,158144,18,738183
0.512,0.399,-15.414,0.0356,0.762,0.934,0.049,0.425,109.227,5RJFz0inrtX2evSekcrWOp,450267,18,738127
0.498,0.291,-15.185,0.0292,0.657,0.699,0.112,0.243,129.334,6XpcNZVkuSlurCExNOUNhG,475467,18,730760
0.64,0.413,-9.46,0.0539,0.45,0.325,0.114,0.384,93.989,0hDZkmYKe6JJHnXPeAkEmM,210259,18,738127
0.366,0.671,-9.062,0.0356,0.568,0.904,0.111,0.61,101.367,4snTamKwbN4cXgo9kUCD8B,428471,18,737979
0.368,0.297,-12.584,0.0342,0.971,0.421,0.112,0.304,172.846,4miACj3Pi7Pox3ylFNFZ9s,195778,17,737979
0.316,0.699,-11.071,0.0383,0.422,0.929,0.0967,0.527,98.045,7x5Dul8CyNveFqG8j9p9LZ,366237,17,738195
0.585,0.401,-9.032,0.0507,0.00842,0.734,0.129,0.21,93.056,0CxGTuePboxHBwmmVsaKs1,186413,17,738106
0.342,0.196,-14.401,0.0337,0.977,0.937,0.117,0.178,108.366,1OE4B8FrROIWwjQedbQGEy,186246,17,737854
0.619,0.839,-10.57,0.0484,0.0323,0.87,0.127,0.555,116.992,0ZUm2JdVbac1oPGkeAPiVA,850795,17,738063
0.358,0.489,-9.278,0.0465,0.453,0.694,0.0798,0.318,163.69,7nKPNvHglxykdArk6jcIBA,295453,17,737861
0.485,0.441,-10.395,0.0839,0.19,0.73,0.107,0.357,93.843,24cUdJ56uzTMJF0UJr1sDw,541453,16,737833
0.571,0.562,-12.6,0.035,0.00409,0.745,0.123,0.314,96.899,5ZlpFprbeqNU8ye8mPomAX,281979,16,737756
0.621,0.683,-8.516,0.0469,0.0347,0.798,0.197,0.746,102.957,5jrbxebGvMjQBk4cAQwEAk,337667,16,737273
0.682,0.407,-16.134,0.0556,0.77,0.864,0.0895,0.311,96.949,3Ksbp2lVkmGRLvzsiDEtYS,318028,16,737824
0.457,0.495,-12.558,0.0381,0.14,0.851,0.11,0.141,109.531,1HIIE2sN5cU6yaXaCVH27y,311898,16,737882
0.255,0.81,-8.454,0.0569,0.00607,0.344,0.105,0.336,88.645,6uyoRqu9wjhUIJZFGv4d0g,313160,16,738050
0.7,0.516,-8.31,0.0485,0.596,0.663,0.275,0.544,92.488,2zLckBnqmefpJSPZM75KpW,301933,16,737839
0.322,0.698,-8.435,0.0427,0.0466,0.786,0.0823,0.352,98.715,1sWtO5DuAnySusPx8NwHR1,421047,16,738057
0.554,0.508,-9.269,0.373,0.317,0.137,0.0959,0.141,75.423,7c0TJhI2JkflNx9RzKR9pa,258000,16,738036
0.586,0.455,-10.824,0.0266,0.718,0.799,0.117,0.329,97.628,0sIR3lR6cUw13vYbUNAZKa,303979,16,737963
0.465,0.84,-12.007,0.0536,0.206,0.947,0.51,0.396,136.921,5ph2tEsYdaBmN6u4I8KhEE,421945,16,738085
0.529,0.506,-9.27,0.0364,0.206,0.477,0.0948,0.603,96.902,6JHImit1Hmvx8x7Qx6cAJd,295890,16,737945
0.751,0.555,-10.63,0.0493,0.193,0.776,0.0827,0.502,94.994,1TitwEjjRmGTGGm30SHjIf,175067,16,737189
0.31,0.631,-10.646,0.0482,0.0126,0.192,0.117,0.105,118.238,06Zwd53J0LySW31tdYEuz6,423203,16,737980
0.345,0.959,-5.232,0.0815,0.00199,0.735,0.0986,0.79,111.161,6wdj1wyO4pPJgYnNMYnGBj,259587,10,737770
0.698,0.521,-8.968,0.0993,0.626,0.898,0.107,0.394,90.003,1JuM3VdU3KOczNcBHuwmQZ,383546,15,737217
0.429,0.386,-13.336,0.033,0.341,0.766,0.0996,0.162,92.553,5oAVKxskrZwZ6aTcyLpzKh,400506,15,737938
0.343,0.673,-11.457,0.0402,0.774,0.773,0.119,0.753,63.452,4NnJDou9s1CLFmWWYfV3Xn,429373,15,738082
0.676,0.6,-13.115,0.0574,0.121,0.758,0.0758,0.283,92.055,2gOl35EUQ2OYDFM4NnF3OV,218795,15,738043
0.584,0.77,-5.761,0.0568,2.02e-05,0.858,0.0866,0.462,104.986,67ryoGDiSRsCZA5bQHOhlx,261773,15,738043
0.588,0.527,-11.05,0.193,0.782,0.89,0.121,0.578,104.48,60WIf1xtLRatdSX1UQPzlR,252174,15,737854
0.321,0.639,-9.9,0.032,0.394,0.825,0.0979,0.294,83.951,4qXccS6FwIo6S4zYZdUkt7,314240,15,738069
0.576,0.296,-19.541,0.0338,0.286,0.857,0.132,0.0748,105.012,7EIBAt7FlRV80h3W0QfgEb,341908,15,737868
0.343,0.23,-14.789,0.0435,0.883,0.862,0.0621,0.171,89.602,5QjAjEcrPeiZCQ3IPmJCpp,424453,15,738050
0.599,0.647,-8.44,0.264,0.0381,0.222,0.147,0.51,100.322,4Iilbf7sqOuxzAmt08j9Lk,201889,15,738057
0.603,0.385,-15.493,0.0326,0.873,0.933,0.374,0.298,88.051,6g2WxIhfHssC87AE15lSaK,329216,15,737910
0.742,0.21,-17.1,0.102,0.0569,0.882,0.068,0.311,171.924,52hrFgOpNZX5pO8JdMjzJK,387737,15,737669
0.486,0.824,-7.56,0.134,0.0998,0.758,0.148,0.588,81.329,4DSNN0ESNucsjPJDUu2Tyr,166760,15,738085
0.279,0.76,-8.494,0.0404,0.0378,0.878,0.205,0.391,96.172,72sA5PaFydXMIXIY1RZWhL,307440,14,737931
0.421,0.478,-14.214,0.055,0.548,0.687,0.121,0.441,171.947,3JY0KovNSPcs48thjVAauQ,614529,14,737763
0.43,0.493,-8.913,0.0544,0.21,0.597,0.122,0.236,84.208,7wXFm7V9l7WDL08iyghuPm,386587,14,738106
0.772,0.752,-10.825,0.047,0.221,0.239,0.177,0.646,117.096,5nj3HWzjJyyUaC6cmNv1k0,277799,14,738061
0.551,0.0921,-22.518,0.0394,0.753,0.882,0.109,0.0608,129.246,08kouBwoppDP70MmwiNUPr,313027,40,734138
0.353,0.35,-9.708,0.0326,0.775,0.854,0.133,0.208,131.911,273VxALm722DRN4PNujOF8,667733,42,735729
0.275,0.0641,-25.776,0.0359,0.976,0.879,0.0564,0.0834,86.329,6FCsAVLJWMamkoglmADxS6,431428,32,738043
0.549,0.0464,-23.564,0.0346,0.907,0.873,0.111,0.35,116.366,5mjFeu4fGH6RgpklX4vAAs,416694,32,736937
0.212,0.0697,-27.625,0.0351,0.935,0.886,0.106,0.0558,151.732,2rgufOrTopmbEea9g0UJmR,276800,30,738442
0.377,0.24,-19.306,0.0412,0.881,0.868,0.0884,0.318,112.167,0Ojn5HBy1lcILqz4m0Nj2h,290523,33,736776
0.307,0.0749,-14.742,0.0354,0.956,0.51,0.128,0.222,174.312,1mb90qwNLNgOTtGBwkTVi1,252827,29,738484
0.448,0.152,-22.878,0.0531,0.892,0.848,0.0932,0.101,78.948,44ZIZqZyUSJciKQzKlGvZf,402400,30,738237
0.337,0.23,-16.269,0.0494,0.59,0.0229,0.109,0.126,76.705,1IdTBf0QfIvl4giLRuNOk0,324573,31,731216
0.183,0.126,-18.076,0.0318,0.881,0.939,0.151,0.0831,97.639,2GTQ3iVNLw90PLPVUdPE4t,353720,39,736860
0.359,0.283,-17.415,0.0351,0.922,0.926,0.0911,0.186,125.13,7GterxMQBBkkaoyJ1w9w9y,268000,28,738435
0.459,0.0691,-16.247,0.0394,0.987,0.866,0.104,0.172,118.944,1g6WFBWZWcelqtpBoSNagG,298201,27,738253
0.221,0.00684,-27.022,0.0518,0.722,0.0238,0.165,0.0381,80.405,1OIf9HdeZ0V0F6kSbgnBoO,431867,28,724642
0.412,0.163,-12.972,0.0317,0.894,0.203,0.114,0.293,87.835,4fDKjvddshvWecTqhkeCws,359732,25,738169
0.57,0.0463,-21.521,0.0448,0.945,0.79,0.112,0.377,139.262,17OHsQ5RBrU6b9lTaPP0vh,256533,51,716606
0.323,0.307,-16.589,0.0319,0.871,0.914,0.106,0.293,86.826,22DgAcWnb50oKlv0F8eziW,277694,31,736258
0.195,0.0429,-17.829,0.0381,0.879,0.00057,0.0787,0.0394,75.159,7f6yQYQ600Klj3v56omFJR,250800,35,738554
0.552,0.0231,-31.682,0.0601,0.985,0.906,0.0638,0.133,120.283,5iVIFUBgVvatmKufC2CbVW,237000,29,737234
0.452,0.179,-23.371,0.0326,0.894,0.89,0.106,0.18,132.227,2nnlowBc8ZESp1UUTEOiIx,312020,26,736167
0.146,0.308,-14.316,0.0449,0.929,0.639,0.106,0.0465,73.361,26h34kmorsumFSyRqZ3lVc,762840,13,733535
0.43,0.306,-12.734,0.0305,0.926,0.855,0.0898,0.0674,135.772,0fCw1m9tPATGUWLZSRXvNz,354013,31,735285
0.454,0.341,-18.653,0.0349,0.74,0.784,0.122,0.594,108.006,5BD9SqJecAsPUI717asNV6,268227,33,735474
0.226,0.0834,-18.474,0.0377,0.991,0.901,0.177,0.135,82.957,1uWXjkaWw8l4y5sP1wdhd4,145253,29,738365
0.421,0.339,-10.751,0.0468,0.99,0.916,0.0937,0.675,141.628,18mefzc19revZMMDVPxMPT,80080,33,731216
0.278,0.17,-20.102,0.0376,0.965,0.927,0.113,0.223,167.241,3JZCddd48NgLYgHvLkLylo,282853,26,734802
0.325,0.14,-26.392,0.0344,0.897,0.878,0.722,0.317,152.275,6fQ2GaQ3xoI35Pq2ymOKCl,307065,24,737959
0.482,0.132,-18.975,0.0355,0.99,0.908,0.145,0.213,117.125,4LvG1nirz2wv1ln5weaCyE,116400,27,731880
0.471,0.193,-19.955,0.0357,0.927,0.864,0.128,0.0988,129.933,5HvjZVl5FgrMxusRKPchBs,249627,28,732312
0.426,0.156,-30.385,0.0595,0.818,0.893,0.0947,0.138,69.916,0Lf9AIOPZqprp67xBWbTG1,399053,25,731216
0.234,0.242,-21.655,0.0332,0.819,0.383,0.111,0.192,73.393,0yERcLFHXV0kbdZZktZMqZ,405020,18,736167
0.385,0.136,-26.853,0.0427,0.992,0.892,0.725,0.327,132.409,0YJrQjMcj5FhD2cFQPnjpM,228027,22,733171
0.351,0.354,-17.2,0.0434,0.927,0.902,0.183,0.39,103.217,0QAB177dOh8F1bafYgwBZy,367800,23,729755
0.387,0.125,-26.961,0.0444,0.813,0.814,0.676,0.038,133.357,7Cm2CaZc35mndY9XBfFfqD,223200,37,736251
0.469,0.0702,-26.005,0.0313,0.949,0.914,0.103,0.0892,108.982,5ziXsLz1pXCBbvdzUvlNRx,375125,27,738554
0.271,0.18,-15.121,0.0478,0.994,0.909,0.122,0.126,76.258,0BLJ7JRKXTRNU5r1OiXNiL,254427,25,737679
0.583,0.123,-18.8,0.0675,0.994,0.888,0.0999,0.181,118.864,3V0UWSP292tAoj4SeLI5eZ,179187,23,735971
0.2,0.147,-17.709,0.035,0.948,0.844,0.0798,0.0848,77.587,716P6XfVX13JMY17IKGeMj,270215,24,738234
0.449,0.36,-17.882,0.21,0.992,0.888,0.157,0.193,78.916,2U0UZHljhqhX50VbzsKo0K,207440,40,717702
