danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,popularity,release_date_ordinal
0.429,0.12,-18.46,0.033,0.237,0.811,0.316,0.452,89.959,596oi0xDA9ZQIHTLJr1Zg6,197347,39,738085
0.545,0.18,-21.022,0.0337,0.988,0.906,0.0686,0.31,156.694,3Yagxg6rtkwN01AYzA862i,226867,39,738280
0.4,0.221,-21.052,0.032,0.974,0.923,0.0845,0.0826,139.857,0QWKituzXIFotLHfRFyGJG,289210,38,738176
0.139,0.208,-17.57,0.0394,0.783,0.898,0.0997,0.0366,148.759,4fuukOE5mmxGBvnxm2kJQj,343893,38,738553
0.479,0.25,-16.344,0.0337,0.934,0.889,0.0933,0.184,127.761,3AQqVeGznmbsy4aksIEfaH,191195,38,738071
0.172,0.173,-15.346,0.0459,0.416,0.888,0.11,0.0381,120.85,3NTa2ksoxoP9ocYf6j7z38,220000,38,738358
0.55,0.342,-16.771,0.0337,0.695,0.884,0.0899,0.169,120.949,2aqhXN3IEdTOoNP9wWCPsQ,423047,38,738400
0.242,0.15,-21.652,0.0318,0.874,0.935,0.082,0.0338,74.526,7y5KNFzUITQC3ObeFkf9cj,427200,37,737728
0.283,0.18,-19.283,0.0372,0.985,0.967,0.16,0.106,86.075,0kZo2kJ2j7Mk6JfoqHBoj8,235563,37,738568
0.305,0.346,-12.212,0.0369,0.397,0.903,0.202,0.0488,147.948,0XmfdHTrbFUZgJjFnb1LqZ,215821,36,738156
0.524,0.169,-24.523,0.0345,0.983,0.911,0.128,0.229,149.948,6EAknZpfUmyVJZrZQVGxoV,192000,36,738129
0.361,0.185,-22.816,0.0542,0.964,0.91,0.11,0.0392,178.153,3xQXq8FXZcVFU45QwWuOEP,187000,36,738085
0.431,0.365,-17.879,0.035,0.89,0.847,0.11,0.349,170.009,3LpMime27p6chEwOIZbluE,186000,36,738134
0.667,0.291,-17.98,0.0352,0.0354,0.865,0.14,0.136,110.009,6fLXeujLOUvDQbMeUTJg16,215281,36,738496
0.155,0.367,-15.319,0.0362,0.663,0.89,0.0973,0.0635,82.034,6Rk40KBJsfnmmQbg3R35VY,323855,36,737735
0.581,0.283,-15.777,0.0581,0.419,0.946,0.0624,0.09,56.017,2mLbCMXMmJRWrWY918jLwB,230213,36,738309
0.392,0.0841,-23.814,0.0315,0.991,0.0906,0.368,0.45,99.391,3wWixrFAYmJEDGwK7ipu3b,153120,35,738260
0.392,0.0826,-24.899,0.0336,0.953,0.898,0.076,0.0543,97.402,4ybl2VlK5Iw5zVT8WeSzhJ,233148,35,738351
0.513,0.585,-9.524,0.0295,0.409,0.927,0.168,0.172,132.094,04vHdg0RjWpVt2OQKJ3VAK,190120,37,738211
0.131,0.164,-25.741,0.0606,0.961,0.844,0.104,0.0308,145.41,2Rdu1w66Rt2AKdbU9a5RfQ,174856,35,738234
0.529,0.105,-24.986,0.0395,0.986,0.921,0.0895,0.0421,79.968,11NMfPfGP4tI1xF3e7S9Jt,163946,35,737994
0.281,0.126,-24.354,0.0396,0.909,0.887,0.951,0.0725,127.75,0ryoE1xHULh4IxoHrqJBty,270874,35,738169
0.302,0.169,-20.164,0.0359,0.98,0.98,0.11,0.0763,120.201,1eOYcaEDoM1OrnrWHajquU,151696,34,738225
0.666,0.852,-9.21,0.0393,0.57,0.784,0.36,0.781,141.0,7ynV83CExKcLCaot0TchPQ,245365,34,738134
0.182,0.051,-24.459,0.0326,0.925,0.892,0.106,0.0304,78.117,1ZZV73dkqJx1Wc9THSXpGZ,247301,34,738456
0.275,0.474,-13.297,0.0391,0.702,0.922,0.105,0.14,117.51,29wVDybi61uHac7gi0aZFB,276610,34,736223
0.0906,0.17,-20.966,0.038,0.154,0.777,0.127,0.0394,165.99,3xQFcCnjsWMIVJo66jC0U2,148600,33,737938
0.524,0.307,-22.065,0.0423,0.945,0.88,0.0985,0.132,126.007,5S9EkxIUWgxcBuwmcVnits,200137,35,737959
0.288,0.199,-18.803,0.0385,0.821,0.953,0.107,0.0399,128.015,7xXQh52SZq9Af2DHQ4GNHI,268125,33,738357
0.615,0.373,-17.852,0.0376,0.574,0.9,0.107,0.033,115.016,1lj5ruJAs5WDmVQO4pavbU,335149,33,738029
0.151,0.266,-18.352,0.0559,0.942,0.887,0.0902,0.0399,82.075,7iFOhRAni6M6bPyfsmvapG,203995,33,738113
0.187,0.22,-24.877,0.0449,0.958,0.908,0.0741,0.0899,129.855,2Lt0bFZb8rudzv6DYt5voS,280625,33,738463
0.368,0.343,-17.751,0.0346,0.912,0.845,0.103,0.204,130.898,6rZ6M5pvZrFF1ddfX5HExU,278613,35,738432
0.569,0.09,-33.848,0.0498,0.898,0.883,0.113,0.266,118.039,52OzHDL7QSF8ag7N16B8wt,353200,32,738197
0.38,0.278,-15.663,0.0312,0.523,0.536,0.222,0.0384,130.118,6KbkmrCXCBanKxhdpqkRfB,343667,32,738330
0.37,0.494,-12.796,0.0406,0.0127,0.669,0.145,0.206,80.01,4f19T8vlVGjdjpuUykO1Us,277022,32,737987
0.501,0.179,-19.965,0.0388,0.979,0.772,0.111,0.309,122.077,642zqDakl1ffk9M3vjYzWe,258222,32,738330
0.188,0.278,-13.277,0.0301,0.863,0.957,0.0961,0.0539,83.739,76Do68qtelIHgHFecvUZ0Y,207316,32,738225
0.352,0.497,-10.191,0.038,0.102,0.178,0.022,0.036,103.933,4ZKoLAjGLLLwKFBADGh2SO,243432,32,738547
0.719,0.471,-15.692,0.0321,0.917,0.893,0.149,0.459,111.991,4dPaLJHdNzdTkzotsNo4Op,280819,32,737707
0.147,0.302,-16.509,0.0392,0.949,0.872,0.133,0.0394,144.054,5HzWbFpjFBo219h3Gt5PRb,215293,31,738316
0.391,0.119,-27.597,0.0573,0.979,0.919,0.115,0.151,124.525,1mpjUgi6E654UOtWtnE0Pk,218744,31,738078
0.51,0.208,-21.36,0.0398,0.88,0.881,0.0799,0.0356,120.397,0lPNt1OxNuABFtU8sUxDJv,209559,31,738218
0.397,0.328,-17.365,0.0307,0.828,0.899,0.0625,0.049,93.954,3QHtOPzh9pZVLa00qd9pWe,214080,31,738547
0.539,0.14,-23.677,0.0374,0.969,0.912,0.122,0.352,159.897,3boXyamYzmzAvMbu5Rwmlv,238765,31,738092
0.19,0.171,-16.824,0.0334,0.794,0.797,0.249,0.0513,74.348,7GCgk8sq0f7KDRlyyW5sA1,251406,31,738475
0.608,0.44,-12.773,0.0278,0.815,0.885,0.121,0.112,98.967,3fPjTevbs1gCDorMjymahc,210600,31,737889
0.426,0.638,-10.483,0.0657,0.426,0.909,0.0901,0.285,139.982,4Pvt5sRCWGXDFa1Zyv7X7Q,365893,31,737861
0.278,0.533,-9.839,0.0399,0.527,0.0391,0.128,0.147,114.817,5wPWz3tdfiW2ZDRHEFpgjN,182212,31,738561
0.386,0.107,-21.556,0.0366,0.948,0.849,0.112,0.0378,70.396,4YaHDtdK7EgzS7vT9WnCha,200259,31,737938
0.104,0.36,-13.144,0.0348,0.94,0.931,0.0833,0.0343,81.651,2ehINrB8wyWA58H8L8S6y4,277653,31,738435
0.288,0.291,-13.774,0.0412,0.911,0.0843,0.385,0.0596,73.7,1ew7P0XkQRdBFHEnVxrCow,161933,31,738489
0.155,0.0149,-25.905,0.0359,0.937,0.891,0.346,0.037,98.303,5kSTJK3ExBwzr12h2CDivO,242880,30,738134
0.186,0.187,-26.141,0.0399,0.956,0.939,0.227,0.196,94.951,0pmcmbz1zW2ZEYHTJUUKai,238000,30,737854
0.344,0.172,-24.09,0.0396,0.92,0.852,0.0769,0.0392,192.979,2mNgkig9gqGeq8DNSp443Z,425440,30,738197
0.472,0.413,-16.534,0.0311,0.339,0.765,0.14,0.04,112.996,5fdSOtVU9hePoYbQhcMcaB,225463,30,737910
0.199,0.167,-19.492,0.035,0.857,0.715,0.132,0.101,127.662,2D43pD0M7hHCanJwgGJz5H,254769,30,738456
0.656,0.721,-9.879,0.0374,0.0679,0.854,0.11,0.169,123.981,62dZwFD4glaESrFFPGrXAN,189241,30,738470
0.533,0.234,-15.382,0.0289,0.962,0.894,0.124,0.142,131.976,2IfutHlzHKdogrpvOdUgan,181461,30,738190
0.299,0.126,-14.696,0.0358,0.945,0.000913,0.0825,0.159,94.274,1EBTOlVfjhxt5jipMekMZQ,217195,30,738316
0.269,0.214,-14.976,0.0319,0.918,0.97,0.0855,0.12,139.799,4ANqaM60727eZi2Xxo9r8I,237828,29,737819
0.135,0.0814,-17.493,0.037,0.964,0.92,0.118,0.0376,80.978,1ZAJkFiMMjRIX8mNqtQd6R,199107,29,738134
0.116,0.118,-19.064,0.0361,0.986,0.918,0.0786,0.0382,85.46,4PTSiJw3k6IYIofogD0uuI,167920,29,737903
0.17,0.155,-15.12,0.0325,0.491,0.917,0.0953,0.0383,74.209,6T6U15jco43HghuqfzCAeu,161086,29,738043
0.429,0.234,-16.395,0.0379,0.96,0.903,0.111,0.136,112.758,1zVbL4ZCLbEE8fmVl881Gj,133335,29,738435
0.609,0.605,-14.93,0.0352,0.491,0.885,0.0965,0.422,145.002,3KLQVpIZLWYXHv6vpC7wUO,238603,29,738320
0.138,0.146,-19.986,0.0328,0.896,0.835,0.281,0.0372,165.155,4OqYtePk55zkJqHnbCo6AZ,257315,29,738400
0.783,0.504,-5.349,0.124,0.202,0.0,0.854,0.334,126.009,2JIY6nN5kkkfNz0TckPqYu,242150,55,738567
0.543,0.386,-13.212,0.258,0.203,0.000195,0.492,0.6,95.086,6PoD6ZYOAMkCJAbpAgpT1T,123158,41,738568
0.669,0.51,-8.315,0.105,0.193,0.0,0.119,0.642,74.999,0teFeL0RvDeDbpmi1YZlFt,154553,41,738568
0.578,0.4,-6.913,0.144,0.369,0.0,0.282,0.66,129.988,2RNCC8Bn7umBNJKNbtDFgO,179580,44,738567
0.738,0.613,-6.81,0.0649,0.309,0.0,0.139,0.637,90.012,1muiS9jrDUTADqIE7yKuYV,167592,52,738565
0.696,0.476,-12.404,0.405,0.592,0.00013,0.113,0.714,153.785,4RK7tE3Ro6NUcDJfW7Z4Zn,217851,37,738565
0.524,0.627,-4.906,0.128,0.355,0.0,0.1,0.423,94.004,4QI32cLrF64ZTPfIHwIH5w,190000,49,738568
0.725,0.624,-8.63,0.0781,0.33,0.0166,0.11,0.32,113.032,3p3tezl8FJHkm68tczR0yP,194109,46,738565
0.728,0.468,-9.126,0.061,0.559,8.63e-06,0.383,0.691,129.895,4PZXDDm2BVEccltAEGHuJp,177260,40,738564
0.468,0.617,-8.42,0.0426,0.0529,0.000673,0.0659,0.432,113.828,6KkeXDWP0gvoJkouKmF6De,185566,40,738565
0.51,0.709,-5.408,0.167,0.149,0.0,0.45,0.764,118.353,3RBubtMyzlp9MPZegNcDRK,160427,55,738566
0.672,0.568,-8.532,0.198,0.263,0.0,0.177,0.449,87.516,2ZSLDwHIXr5yWI9d3iZr7R,159935,30,738568
0.664,0.466,-11.151,0.08,0.407,0.0,0.0992,0.257,114.891,0k9cWPjz8uI5iIAnHotHo8,183652,24,738370
0.597,0.497,-9.337,0.272,0.619,0.000391,0.109,0.836,82.432,6v5ScPhmqynAcnDv5MwZiA,165091,28,738565
0.737,0.516,-11.159,0.227,0.574,0.000489,0.0952,0.689,95.844,4ir8C4oqZRrLHlC6VQ3mTF,110125,29,738568
0.695,0.526,-7.486,0.043,0.0635,0.0,0.215,0.534,121.939,0XdwIG7p28SeTam3DVdMX6,283314,58,738565
0.731,0.423,-10.147,0.0784,0.473,0.000413,0.129,0.78,76.964,0wOtc2nY3NOohp4xSwOyTN,90111,62,738565
0.601,0.481,-8.366,0.0634,0.689,0.0033,0.109,0.484,152.994,4AwJSk491AvHk2AAJReGzZ,216524,70,738561
0.66,0.688,-6.34,0.0564,0.434,0.0,0.489,0.65,118.05,7eQpbVg3tjHmtdOlAHxaTr,249407,69,738559
0.649,0.446,-9.263,0.19,0.498,1.66e-05,0.118,0.511,159.91,36O9g4F0Zg9BviD6Hd2H2q,126625,57,738561
0.703,0.537,-8.69,0.0311,0.0114,0.0013,0.274,0.148,101.959,5VRVc5Cq5MbKJG5llJ8XvH,192787,57,738561
0.464,0.724,-5.019,0.0705,0.0188,0.0,0.679,0.303,82.526,0rc1HCVoReqzzXF9jssqZk,174749,75,738560
0.652,0.464,-6.65,0.299,0.116,0.0,0.121,0.502,79.703,2nLjAYDLBip0W3HbCOiS7Z,168000,46,738561
0.509,0.334,-13.583,0.0751,0.88,0.0029,0.157,0.353,85.076,2dldFaASbSWz8uzz9KY2al,129080,50,738561
0.646,0.347,-5.168,0.0327,0.784,0.0,0.116,0.422,91.578,3ocupZmiN2ZqQjTVntVtLv,225068,54,738559
0.6,0.488,-7.171,0.0745,0.22,0.0,0.119,0.412,95.278,77gaU2zZfncrzF9vxA8fEC,91105,41,738561
0.584,0.395,-6.631,0.0889,0.0751,1.1e-05,0.109,0.0508,119.087,3UlUWPeAP2SBSKzgdKBcFd,225407,43,738561
0.51,0.496,-8.923,0.248,0.0187,2.8e-06,0.1,0.355,83.823,2cx6YvfaDNCIc0baeqMKxx,208861,50,738561
0.879,0.492,-7.074,0.0911,0.0159,0.000185,0.896,0.619,123.011,1zsv1BLFCSedZ2CbkGBb4k,219240,49,738560
0.45,0.372,-7.14,0.0359,0.27,0.00016,0.134,0.189,138.608,5nrzA4GIsgS1wdwY3q7cnt,207309,55,738561
0.763,0.492,-7.267,0.0507,0.0514,0.0546,0.0944,0.477,142.967,1Blus5ZR4S5vAnLfzwAduY,151676,41,738561
0.679,0.699,-6.383,0.23,0.305,0.0,0.13,0.463,147.031,5sFnfo4RB4c9jMojpp6eH5,188189,46,738561
0.649,0.47,-8.64,0.0572,0.609,0.0,0.103,0.882,83.012,6A4P5ehiWPgfTUjLVuWtEi,162039,47,738561
0.673,0.721,-3.187,0.0879,0.296,0.0,0.0803,0.823,97.88,0eue2iKYFkuLYXkfEMjKuJ,181253,40,738561
0.692,0.514,-6.941,0.0937,0.0596,0.0,0.126,0.276,119.979,4clYYm4VdZaqQkiNHSfIQG,144869,45,738557
0.716,0.516,-8.632,0.0985,0.171,1.03e-05,0.332,0.463,142.019,6NaMQFeEI19WkQET5hZE0y,167535,38,738561
0.462,0.716,-5.511,0.218,0.363,0.0,0.279,0.386,139.047,5kSV5hHWyB7bTzjq7pS9Fi,200783,36,738561
0.544,0.533,-6.074,0.147,0.262,0.0,0.102,0.231,169.732,2TrFQYku0STJn94gRMhlNZ,203293,54,738561
0.574,0.642,-6.791,0.217,0.202,4.97e-06,0.096,0.649,159.908,10GbMfN6Bt4V9k1blNBjzz,228878,40,738560
0.747,0.65,-8.188,0.107,0.37,1.99e-06,0.35,0.868,90.01,6dzICV2gDRl8SjPeqLnOQv,141933,39,738561
0.564,0.518,-9.456,0.0381,0.758,0.000319,0.206,0.214,130.024,0OdRKPM36edHZ8OEpbrDCu,211385,54,738561
0.6,0.323,-10.311,0.107,0.335,0.0,0.0902,0.237,75.858,6P1X3qgDqlkjf8XmJS9Xiw,205355,47,738558
0.553,0.735,-5.701,0.217,0.0919,2.46e-05,0.327,0.603,159.874,1hSd9wVOZKN9bkctsRMSJM,187167,42,738561
0.61,0.277,-11.517,0.0328,0.865,0.00844,0.0989,0.357,113.122,7n4TRiA2ppPKG76gIWzkBU,193113,38,738561
0.666,0.914,-6.031,0.0724,0.089,0.0175,0.0653,0.56,151.96,2d7ROIV6XJOehN3b6jBnfO,140880,45,738561
0.81,0.33,-8.867,0.135,0.621,0.0343,0.105,0.548,110.15,41soii7TsX2M2AIAAOsNh5,181227,46,738561
0.528,0.658,-4.746,0.0654,0.0277,0.0,0.344,0.415,125.883,1EhcI6BbHl7jWZZkZVPaII,192044,33,738561
0.822,0.423,-9.903,0.0472,0.0768,1.21e-05,0.296,0.879,136.085,6xxPmqOp8AbM32rEiJ3AQ4,183589,40,738558
0.742,0.715,-6.895,0.049,0.00603,3.28e-06,0.321,0.883,89.027,7sKqEHM3swTrZAdbwazi7Y,144581,42,738560
0.809,0.837,-6.362,0.0676,0.106,0.00405,0.11,0.401,100.034,1sDAPYzFftbXW5fhMl0oKI,163200,47,738561
0.677,0.608,-5.919,0.0404,0.0413,0.000212,0.0838,0.104,111.989,2xWQpSXEOLMuK447GmGWmo,270945,50,738550
0.483,0.492,-6.734,0.157,0.221,0.0,0.0907,0.328,168.79,2zuDMKJ2rSgCMtJknUJBZ9,206429,64,738553
0.524,0.471,-7.856,0.16,0.4,0.0,0.187,0.146,91.98,1ztwxwoGCnAxNPoDMBPn4u,159936,50,738554
0.736,0.483,-7.85,0.0682,0.505,1.39e-05,0.351,0.606,109.932,7JgNAnCjJvL8hBR1kmCOFF,246813,61,738554
0.765,0.32,-7.957,0.0519,0.513,0.685,0.135,0.633,118.004,1RaO7Jv7R2CmhKR9Ne7YBo,183051,52,738554
0.795,0.703,-7.125,0.264,0.113,1.66e-06,0.462,0.742,139.966,5chOWIOfUY9RwfmP4fYSOU,206169,43,738551
0.54,0.445,-11.006,0.485,0.601,9.48e-06,0.498,0.343,61.301,52sbd2ZlFF3PLm0wO3EFL6,243107,46,738551
0.475,0.627,-5.856,0.42,0.41,0.0,0.0512,0.529,173.728,4KULGT81d2sOsYKsDCICMQ,140737,41,738554
0.476,0.503,-10.556,0.0634,0.655,2.24e-05,0.202,0.279,74.947,4AHFGnD2G51kpRhZEgho8a,188800,48,738554
0.527,0.618,-6.659,0.267,0.177,5.19e-06,0.222,0.397,85.557,0ZrdBusEajQaIKl7jdJ8u4,203721,45,738554
0.551,0.571,-4.2,0.0381,0.166,0.0,0.0949,0.299,141.859,0uWOQHOICf6RfBDXQW0Iv9,202827,43,738554
0.8,0.544,-7.079,0.0367,0.397,0.000969,0.102,0.514,100.004,6OqDwiemWUNCb2yRzWNoza,136400,42,738554
0.828,0.433,-6.275,0.16,0.45,0.0,0.0885,0.465,95.998,7MPAYDUFszdl2HnJ4fqirq,179564,35,738552
0.485,0.473,-6.665,0.0617,0.563,0.0,0.185,0.49,121.187,2u8QEY57mJrD1EWBGCyKKC,181440,36,738554
0.714,0.407,-6.806,0.0422,0.522,0.00618,0.128,0.358,76.978,6q4yusLwjDYEcF6jXHdt7J,227664,74,738547
0.611,0.626,-5.087,0.0778,0.337,0.0,0.115,0.48,100.129,06dQ2rcBkq7z3AEZ4jhvc2,156073,66,738547
0.712,0.754,-7.044,0.041,0.00443,0.000202,0.168,0.659,122.003,1SiV9ERoyjtUPrNnuJCj21,193400,56,738547
0.652,0.298,-12.239,0.483,0.834,0.0,0.116,0.384,105.038,5ThHwyTTfpVADZ3lf8ul8j,164571,55,738545
0.692,0.715,-4.541,0.0411,0.0175,0.0,0.0894,0.65,147.86,2iNGlAHyuZW7J7yUXZtHUp,222565,47,738547
0.64,0.635,-7.392,0.0681,0.0771,0.0,0.104,0.309,121.828,3Z9aukqdW2HuzFF1x9lKUm,157848,53,738545
0.7,0.387,-8.194,0.0673,0.299,0.0,0.0908,0.473,111.965,0Y53GoUuackos8Hjfegkcc,137142,37,738547
0.56,0.647,-6.232,0.139,0.0649,0.0135,0.127,0.172,169.913,6B31zNJtEG6Pc1Au49bjWN,172736,50,738545
0.58,0.652,-7.4,0.0695,0.283,0.0098,0.117,0.282,84.939,7eB3zMEk2I77BCMx7a5fXD,196412,43,738544
0.405,0.602,-7.569,0.362,0.464,9.34e-06,0.0674,0.302,173.698,2GLh4XC9C7FJQorZ1160kT,184828,40,738547
0.425,0.731,-7.808,0.365,0.139,0.0,0.0937,0.534,178.167,3XfN97RL32KMG83T35qDuw,237246,42,738545
0.646,0.434,-9.652,0.0341,0.634,0.000338,0.259,0.0998,92.022,45uwA5e851qa3xWqKGYxGC,147773,55,738544
0.669,0.455,-7.741,0.0351,0.045,0.0,0.0942,0.435,129.972,0pUEUQiF1QwWUEY9Gf7A4i,188308,36,738547
0.539,0.421,-9.488,0.342,0.196,0.00877,0.0874,0.3,95.14,4rFBWsRewnHZsCywLaIh2B,259948,40,738547
0.813,0.458,-9.066,0.0768,0.289,0.0,0.102,0.606,124.904,0zNwlZ0mErSQLDe7DtaZyO,157200,34,738547
0.572,0.38,-6.558,0.189,0.482,3.4e-06,0.0956,0.496,89.84,2SUQ7JvEtKtPwkyKQMsr0q,162188,50,738540
0.467,0.624,-8.511,0.0508,0.143,0.000899,0.145,0.31,141.889,6BQrmjAgPfPTwILoFEK3Hd,225947,78,738539
0.556,0.726,-6.182,0.0496,0.642,5.29e-05,0.133,0.83,114.159,6sgHkgLMPeSqZIDb5wGVrg,214081,49,738540
0.497,0.277,-10.56,0.0309,0.856,1.28e-05,0.122,0.295,134.74,1lOtWsnPUdnXn2bcplT02z,192360,44,738540
0.261,0.308,-15.464,0.0349,0.636,0.0021,0.114,0.106,177.426,5NPOyiXE1gn147zLE2XvPu,173377,51,738540
0.734,0.591,-2.495,0.12,0.214,9.46e-06,0.379,0.429,159.797,3wY2Adin3oA1aIF9VgZ0Kr,243072,47,738540
0.466,0.624,-6.049,0.185,0.224,0.0,0.116,0.748,67.255,4QAE9hPXiWbhvEvXGucGum,225783,45,738540
0.512,0.718,-6.687,0.0914,0.0537,0.0,0.2,0.353,148.16,0uy7gpsoHJvXBU7EI1c80W,181812,47,738538
0.66,0.709,-8.811,0.139,0.142,0.000553,0.107,0.369,99.88,57tg0m3Iu8YzWyaDfFfDtR,110400,45,738540
0.684,0.791,-5.372,0.0752,0.303,0.000975,0.353,0.906,138.099,3rrClpW2TfOj6VY6nLtqBS,236137,46,738538
0.657,0.503,-9.561,0.0644,0.312,4.14e-06,0.254,0.676,132.158,4FJUsVZKHE6vFGNHTsRGpt,197428,35,738540
0.675,0.518,-6.437,0.214,0.0494,0.0,0.182,0.544,159.991,3WL7PJdrDx5WGCmlD8JPZY,126013,52,738540
0.443,0.46,-9.561,0.197,0.386,0.0,0.122,0.468,81.028,1cC2yM0BbDKlKCjQneWHg7,197425,43,738540
0.708,0.517,-10.231,0.236,0.0474,0.00049,0.0887,0.908,179.964,7ox53QO10ykeeAkrFvmn3f,138667,40,738540
0.85,0.426,-10.436,0.282,0.472,0.000128,0.0723,0.537,106.966,71XAmXQ1HlKfzkMR52b4Hh,176000,49,738540
0.671,0.517,-8.374,0.279,0.0851,0.0,0.208,0.581,76.11,11Oxl6j9rU9Z95i6BaMC05,151762,38,738540
0.474,0.404,-10.097,0.143,0.533,0.00149,0.163,0.33,103.472,0AfGuZU5zRTJVQ48xNseAR,212000,38,738540
0.44,0.43,-10.274,0.507,0.72,1.01e-05,0.126,0.342,193.62,4QacWDLNi3C82o2e79YV9R,150988,50,738533
0.607,0.523,-7.425,0.0528,0.326,0.0,0.128,0.0781,105.018,4SBZis6PQh5N40Zv9ro3Ti,256117,66,738533
0.806,0.802,-7.535,0.245,0.256,0.000399,0.258,0.887,130.049,7LtlYlVrSuM54aKxa0FxDZ,236473,41,738533
0.59,0.806,-4.474,0.27,0.542,1.66e-05,0.152,0.311,113.616,7nTVDv34MBZWGbvAvY76Cv,156595,45,738533
0.642,0.797,-3.429,0.172,0.0684,0.00491,0.106,0.582,135.942,11BHnIy9pbdihg8PeqiCgt,217902,45,738533
0.263,0.709,-7.235,0.0452,0.216,0.0,0.481,0.244,137.321,4Rkm2ThV0B7TZLEF9IN7RN,148360,37,738561
0.776,0.548,-6.531,0.0425,0.014,3.74e-06,0.0402,0.715,96.502,5bGNmiFJqhIlMP8fbQUu4E,159400,64,738526
0.495,0.583,-4.473,0.142,0.114,0.0,0.119,0.644,104.836,4O8LjiiXtsL0Jnb5xK4VxZ,229448,52,738524
0.666,0.336,-7.717,0.0463,0.908,0.0,0.123,0.725,97.162,5HKMiIppgDnjR0aBnASQpO,141031,49,738512
0.503,0.508,-7.294,0.0605,0.454,0.0,0.0784,0.425,120.208,146pr47LcU6HE5TQ6mgiSX,224500,58,738504
0.755,0.526,-6.213,0.284,0.615,1.35e-05,0.0872,0.536,80.221,04nzvWWsX2TDl0mjpBVeWd,230906,58,738501
0.507,0.538,-7.454,0.0643,0.4,1.9e-05,0.161,0.239,111.458,2Eg5fW5yInLRGszS4s9eN6,293571,61,738501
0.657,0.0821,-16.654,0.144,0.936,0.0,0.222,0.387,82.8,59aIuvxf1TpntfDqbeynWt,174637,49,738503
0.578,0.525,-7.67,0.0747,0.117,0.0,0.107,0.492,141.694,4w1tInexl8p2Tc13q2T1NI,156108,46,738504
0.694,0.592,-12.229,0.135,0.117,0.000238,0.325,0.448,105.88,6fcFACL3GGEynUlyvmbqRt,223963,48,738494
0.482,0.605,-5.105,0.13,0.128,0.349,0.165,0.568,101.868,1QrRuByqSfCxYS0JdZMlIf,139587,53,738498
0.563,0.814,-6.457,0.0754,0.202,0.003,0.153,0.633,153.914,7j0JiUpuwvPQDtBinFct6E,134060,47,738495
0.571,0.549,-4.96,0.307,0.54,0.0,0.261,0.779,86.284,4V4hP1FCrFDuDOx7s5KKtY,136814,46,738490
0.556,0.635,-3.728,0.1,0.709,0.000213,0.405,0.587,172.81,1XQ0EtxFkmXdy9CwN3ihST,173434,36,738491
0.236,0.386,-9.351,0.0332,0.582,2.74e-06,0.315,0.314,153.329,3JSaYIRPbfRgK8LfbDEYsH,148085,48,738488
0.846,0.488,-7.389,0.124,0.0591,1.06e-05,0.131,0.72,73.993,5BI42WLndbA5yLiCllZAzW,118783,38,738491
0.77,0.146,-12.697,0.0528,0.574,0.0283,0.112,0.935,130.016,2V9aEWXPvRmprVTZmTYf1J,169979,36,738489
0.419,0.599,-8.861,0.121,0.081,0.000902,0.143,0.151,99.044,2ERqWwFLCzEGV1YPtKfxB6,176080,33,738491
0.52,0.493,-11.36,0.0478,0.911,0.305,0.193,0.263,160.124,0QSjznhRo9urUmGuJ8SAAN,144500,40,738489
0.626,0.483,-7.991,0.0733,0.708,0.384,0.132,0.301,159.92,4K5F02hRfBL8m1s0QXs6bO,205601,44,738484
0.487,0.471,-4.654,0.0639,0.262,0.00278,0.131,0.509,91.737,3DxkonlRas1WjpWUuNmf7Z,217056,48,738477
0.806,0.649,-4.246,0.043,0.112,0.000172,0.0989,0.562,98.232,1PNz8GPDAkQdFU19Ienmnr,188693,37,738477
0.283,0.171,-10.123,0.0316,0.81,2.83e-06,0.118,0.0571,78.268,0ebZQ0Oz7FToua8ydU92CW,255957,38,738477
0.482,0.427,-11.743,0.0883,0.308,5.61e-06,0.144,0.522,100.044,5RQqckPXO7WHwKN3I2tYla,153570,40,738476
0.693,0.354,-9.92,0.0718,0.499,7.52e-05,0.0773,0.349,123.048,627yvru8268y11clOwn3f4,204033,50,738470
0.807,0.743,-9.209,0.078,0.149,0.00103,0.0774,0.557,127.962,0Rkq46Qo069QwWDdrVur8f,292109,40,738505
0.559,0.551,-7.231,0.132,0.141,0.0,0.11,0.392,143.008,4iZ4pt7kvcaH6Yo8UoZ4s2,201800,88,738498
0.583,0.829,-4.603,0.134,0.00864,0.0,0.0426,0.575,174.028,49FYlytm3dAAraYgpoJZux,275987,82,733195
0.656,0.432,-9.481,0.217,0.443,0.0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374,75,736986
0.274,0.348,-8.631,0.0293,0.547,0.0133,0.334,0.328,87.43,4Hhv2vrOTy89HFRcjU3QOx,179693,73,715510
0.52,0.546,-4.991,0.213,0.579,0.0,0.112,0.634,137.419,3ncmoWTwJgx63LwMTyBCXf,204317,73,738421
0.535,0.505,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,0uEp9E98JB5awlA084uaIg,320267,71,729626
0.805,0.558,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95,7s25THrKz86DM225dOYwnr,147600,71,718135
0.63,0.711,-9.34,0.0472,0.299,0.0,0.0813,0.659,96.912,1OppEieGNdItZbE14gLBEv,167933,70,717938
